row_id,주제,내용,상세내용,주장/검증 매체,label
313,경제,월성 1호기 경제성 평가를 조작했다?,"['원전', '평가', '했다', '한수원', '전망', '단가', '경제성', '발전', '원자력', '월성', '호기', '조작', '회계법인', '가동', '이익', '정책', '치가', '한국', '정부', '관계자', '계속', '결과', '줄어든', '현실', '과정', '하는']",원자력정책연대,대체로 사실 아님
314,경제,자율주행차 타면 운전면허 딸 필요 없나?,"['자율', '운행', '주행', '면허', '단계', '차량', '자동차', '있는', '운전자', '레벨', '행차', '있다', '한다', '운전면허', '시범', '임시', '시험', '기능', '하는', '인간', '완전', '되고', '해당', '장치', '관련', '현재', '도입', '근거', '자동차관리법', '경우', '안전', '해야', '보고', '부여', '곳곳', '제도', '따르면', '가능한', '이를', '목적', '받을', '사항', '요건', '하면', '필요', '통과', '사고', '테스트']",인터넷 댓글 이용자,사실
315,경제,"""산재 사고 사망자 수 감소한 이유는 불경기로 노동자 수 감소했기 때문이다""","['건설업', '산재', '사망자', '건설', '지난해', '했다', '사고', '취업', '수가', '감소', '경기', '하락', '현장', '설명', '있다', '지표', '기록', '노동부', '역대', '가장', '하는', '원인', '때문', '노동자', '실제', '투자', '고용', '관계자', '없다', '매년']",인터넷 뉴스 댓글 이용자,대체로 사실 아님
316,경제,"""서울의 주택 공급이 부족하지 않고 오히려 과거보다 늘어 충분하다""","['공급', '주택', '서울시', '가구', '했다', '물량', '기준', '부동산', '아파트', '지적', '통계', '없다', '추정', '서울', '멸실', '문제', '수요', '평균', '한다', '않고', '과거', '오히려', '여러', '있다', '전망', '상황', '올해', '민간', '단체', '공고', '허가', '있는', '않는', '대해', '부족하지', '반박', '시장', '충분하다', '자료', '추산', '준공', '전문가', '하지', '거의', '하는', '따라서', '관계자', '입주', '주자', '모집', '자체']",서울시,판단 유보
317,경제,"""여객자동차법 개정안은 타다금지법이다.""","['개정안', '여객', '타다', '했다', '법안', '업계', '사업', '자동', '차법', '하는', '있다', '대표', '내용', '있는', '국토부', '금지법', '의원', '혁신', '허가', '협의', '통과', '발의', '택시', '용법', '시행', '영업', '된다', '플랫폼', '운송', '지금', '업체', '구체', '위해']",이재웅,대체로 사실 아님
318,경제,영화 '블랙머니' 속 론스타 수사…대검 중수부가 사건 덮었다?,"['수사', '외환은행', '검찰', '론스타', '영화', '사건', '구속', '당시', '실제', '대검', '중수부', '됐습니다', '상당', '배임', '혐의', '기소', '사람', '없다', '법원']",발언인 없음,전혀 사실 아님
319,경제,"""민간보유 토지가격은 1979년 325조원이었으나 2018년 9489조 원으로 올랐다""","['승률', '가격', '했다', '토지', '경실련', '민간', '보유', '물가', '국토부', '상승', '분석', '실질', '지적', '동안', '명목', '대한민국', '발표', '한다', '비교', '부동산', '교수', '하는', '결과']",경제정의실천시민연합,절반의 사실
320,경제,"""유니클로가 발열 내의를 나눠주니까 한국의 불매 운동이 중단됐다""","['매출', '유니클로', '행사', '기간', '지난해', '같은', '상품', '무료', '증정', '공짜', '동안', '했다', '매장', '일본', '불매운동', '때문', '불매', '운동', '발열', '내의', '이번', '감소']",일본 트위터 이용자,전혀 사실 아님
321,경제,“30~40대 고용부진은 최근에 발생한 문제가 아니다.”,"['고용', '취업', '최근', '제조업', '부진', '인구', '자동화', '이후', '부총리', '했다', '지난해', '남기', '하면', '계속', '원인', '증감', '가장', '감소', '무인']",홍남기,절반의 사실
322,경제,"""철도노조 요구대로 하면 주 31시간 근무로 줄어든다""","['교대', '노조', '철도', '요구', '근무', '국토교통부', '주간', '차관', '야간', '김경욱', '파업', '현재', '인력', '원하면', '했다', '있다', '전환', '근로시간', '지난', '철도공사', '기자', '근무시간', '정도', '밝혔다', '줄어든다는', '일까', '노사', '합의', '하면', '비번', '휴무', '이틀', '근거', '휴게', '시간']",김경욱,대체로 사실 아님
323,경제,서민형 안심전환대출 지원에 나랏돈 쓰지 않는다?,"['대출', '금리', '안심', '정부', '지원', '신청', '이자', '공이', '심사', '서민', '부담', '하는', '은행', '금공', '해야', '집주인', '주택', '지난', '온라인', '했다', '전환', '시장', '재원', '마련', '접수', '비용', '발행']",발언인 없음,대체로 사실 아님
324,경제,탈원전 탓 전기요금 인상?,"['에너지', '한전', '전기요금', '적자', '원전', '인상', '전환', '정책', '요인', '업계', '때문', '진짜', '정부', '펜스', '있다', '요금', '추진', '내년', '가장', '국제']",언론 보도,절반의 사실
325,경제,신용카드 많이 쓰면 신용등급 올라간다?,"['신용등급', '카드', '신용카드', '사용', '한도', '이용', '대해', '요인', '하면', '금융', '때문', '쓰면', '오른다는', '상승', '하락', '해지', '된다', '할부', '자주', '되기', '있다']",인터넷 커뮤니티 이용자,대체로 사실
326,경제,"""1990년대엔 이메일도, 2010년까지는 퀵서비스 서신 배달도 불법""","['우편', '이메일', '했다', '하는', '퀵서비스', '배달', '서비스', '서신', '사업', '위반', '우정', '본부', '관장', '당시', '설명', '혁신', '불법', '확인', '지금', '과거', '하지', '개정', '이재웅', '대표', '시작', '규정', '대상', '포털', '사업자', '제도', '결과', '되면서', '적극']",이재웅,절반의 사실
327,경제,"유튜브 노란딱지, 보수 유튜버만 골라 억압한다?","['노란', '딱지', '유튜브', '구글', '보수', '정책', '채널', '문제', '하는', '한국', '무엇', '우파', '유튜버', '한다', '없다', '됐다', '코리아', '했다', '임원']",나경원,전혀 사실 아님
328,경제,“통계조사 방법 변경으로 비정규직 50만 명 늘었다”,"['비정규직', '조사', '근로', '통계청', '경제활동', '구조사', '형태', '결과', '정규직', '추가', '분류', '종사', '근로자', '강신욱', '통계청장', '부가', '올해', '변화', '포착', '규모', '정도', '발언', '지위', '기간', '과거', '이었다가', '인해', '있다', '증가', '변경', '국제', '설명']",강신욱,판단 유보
329,경제,"서울시 청년수당, 정책 효과 입증 됐다?","['서울시', '청년', '수당', '정책', '효과', '했다', '비교', '받은', '입증', '사람', '집단', '확대', '한다', '예산', '제도', '있다', '프랑스', '결과']",서울특별시,대체로 사실 아님
330,경제,비 오는 날 야외서 전기차 충전 해도 된다?,"['전기차', '충전기', '충전', '사용', '야외', '있다', '오는', '된다', '있어', '감전', '차량', '설치', '주의', '사항', '해도', '서다', '콘센트', '커넥터', '환경부', '위험성', '금지']",네이버 카페 이용자,대체로 사실 아님
331,경제,우리나라 정부 지출은 매년 '슈퍼 예산'?,"['예산', '규모', '우리나라', '정부', '슈퍼', '재정', '입니다', '기준', '지출', '일까', '세금', '국가', '발표', '있는', '언론', '단어', '비교', '예산안', '많은', '사용', '매년', '정말', '때문', '하는', '정도', '평균', '넘은', '처음', '되는', '되면', '없습니다', '대비', '판단', '있습니다', '적게']",언론 보도,전혀 사실 아님
332,경제,"""마이너스 물가상승률은 디플레이션 우려가 현실화된 것""","['물가', '디플레이션', '하락', '있다', '일본', '소비자', '지수', '하는', '경제', '했다', '상황', '우려', '한다', '설명', '된다', '분석', '마이너스', '기록', '품목', '국가', '승률', '또한', '근원', '대한', '수요', '우리', '현상', '보고서', '이후', '한국은행', '지표', '여러', '기획재정부', '우리나라', '장기', '요인', '지적', '정부', '나온다', '평가', '지난달', '경우', '디플레', '한국']",언론 보도,판단 유보
333,경제,"""신용카드 리볼빙 받으면 신용등급 떨어진다""","['평가', '리볼빙', '신용', '결제', '항목', '하는', '상환', '금액', '영향', '개인', '된다', '능력', '신용카드', '이용', '신용등급', '때문', '집단', '여부', '부정', '경우', '기준', '단계', '점검', '신평', '서다', '관계자', '했다', '작용']",온라인 커뮤니티 이용자,사실
334,경제,① 2분기 가계소득 상당히 개선됐다. ② 고령화 탓에 분배가 나빠졌다.,"['소득', '가구', '근로', '노인', '청와대', '올해', '하위', '전체', '사업', '증가', '했다', '양극화', '가계', '조사', '고령화', '늘어난', '들어', '개선', '일자리', '이상', '지표', '통계청', '동향', '원인', '같은', '분석', '대상']",이호승,대체로 사실 아님
335,경제,"""신라젠은 문재인 수혜주로 불렸다""","['신라', '의원', '했다', '문재인', '기사', '주가', '주식', '대해', '정부', '이언주', '혜주', '뉴욕타임스', '과학소설', '상장', '대표', '펙사벡', '임상시험', '환자', '페이스북', '관계자', '물질', '대통령', '바이러스', '바이오', '됐다', '문제', '공상', '나올', '은상', '비롯', '개발', '시작', '허가', '하기', '하는', '소개', '지난', '법해', '납득', '시키는', '어려운', '이어', '직원', '한다', '악재', '취임', '급등', '중국', '모집', '대한', '산업', '내용']",이언주,전혀 사실 아님
336,경제,주52시간제 도입 이후 무리한 버스운행은 사라졌다,"['버스', '운행', '시간', '기사', '도입', '노선', '있습니다', '운전', '사고', '회사', '무리한', '포함', '이후', '하루', '근로', '근무', '겁니다', '방식', '근무시간', '조가', '하는', '입니다', '문제', '하면', '차례', '확인', '결과', '경기', '위해', '취재', '때문', '합니다', '횟수']",발언인 없음,대체로 사실 아님
337,경제,"""남북간 경제협력으로 평화경제가 실현된다면 단숨에 일본경제의 우위를 따라잡을 수 있다""","['남북', '일본', '경제', '북한', '규모', '했다', '경협', '우리', '상황', '실현', '있다', '세계', '수준', '있는', '효과', '별개', '대통령', '지난', '발언', '평화', '한다면', '전문가', '하기', '수출', '지적', '얘기', '무역', '중국', '개혁개방', '분석', '하는', '라며']",문재인,대체로 사실 아님
338,경제,"""유니클로 불매 운동을 하면 일자리가 감소하고 국내 경제에 악영향을 준다.""","['유니클로', '직원', '불매', '운동', '매출', '일자리', '롯데', '했다', '국내', '중국', '기업', '종사', '설명', '쇼핑', '감소', '경제', '확인', '하는', '당시', '있다', '영향', '코리아', '인원', '비슷한', '유통', '사드', '하기', '때문', '다른', '결과']",이언주,절반의 사실
